Collection Name,Subcollection,Subcollection$2,Subcollection$1,Title#1,Non Sort#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Other Title#1,First Line of Chorus#1,First Line of Text#1,Series Title#1,Uniform Title#2,Alternative Title#2,Other Title#2,First Line of Chorus#2,First Line of Text#2,Series Title#2,Alternative Title#3,Other Title#3,First Line of Chorus#3,First Line of Text#3,Series Title#3,Other Title#4,First Line of Chorus#4,First Line of Text#4,Series Title#4,First Line of Text#5,Composer#1,Lyricist#1,Arranger#1,Contributor#1,Name Authority#1,Composer#2,Lyricist#2,Arranger#2,Editor#2,Artist#2,Performer#2,Contributor#2,Name Authority#2,Composer#3,Lyricist#3,Arranger#3,Artist#3,Performer#3,Contributor#3,Name Authority#3,Lyricist#4,Contributor#4,Name Authority#4,Lyricist#5,Arranger#5,Contributor#5,Name Authority#5,Type of Resource#1,Place Term#1,Place Term Type#1,Publisher#1,Date Issued#1,Date Captured#1,Date Captured Encoding#1,Edition#1,Place Term#2,Place Term Type#2,Publisher#2,Date Issued#2,Edition#2,Publisher#3,Date Issued#3,Date Captured#3,Date Captured Encoding#3,Edition#3,Publisher#4,Date Issued#4,Edition#4,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Internet Media Type#1,Extent#1,Digital Origin#1,Note#1,Digitization Note#1,Note#10,Note#11,Note#12,Note#13,Digitization Note#13,Note#2,Digitization Note#2,Note#3,Digitization Note#3,Note#4,Digitization Note#4,Note#5,Digitization Note#5,Note#6,Digitization Note#6,Note#7,Digitization Note#7,Note#8,Digitization Note#8,Note#9,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Subject Topic#4,Subject Authority#4,Subject Geographic#4,Subject Geographic Authority#4,Subject Temporal#4,Subject Temporal Authority#4,Subject Name#4,Subject Geographic Code#4,Subject Topic#5,Subject Authority#5,Subject Geographic#5,Subject Geographic Authority#5,Subject Temporal#5,Subject Temporal Authority#5,Subject Name#5,Subject Topic#6,Subject Authority#6,Subject Geographic#6,Subject Geographic Authority#6,Subject Temporal#6,Subject Temporal Authority#6,Subject Name#6,Subject Geographic#7,Subject Geographic Authority#7,Subject Temporal#7,Subject Temporal Authority#7,Classification#1,Plate Number#1,Classification#2,Plate Number#2,Publisher Number#2,Classification#3,Plate Number#3,Publisher Number#3,Identifier#1,Identifier Type#1,Identifier URI#1,Physical Location#1,Access Condition,Physical Location Type#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,My Colorado queen,My Colorado queen,,,,,Now the woodland seems to speak to me in whispers,,,,,,,Tonight I sit alone and sadly ponder,,,,,,,,,,,,"Avril, Charles",,,,,,"Scoggins, C. H",,,,,,,,,,,,,naf,,,,,,,,notated music,"Denver, Colo.",,,,,,,,text,Home Music Pub. Co.,,,,c1903,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([3] p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1903 Online,,,,,,,,b33508719,local,http://libraries.colorado.edu/record=b3350871~S3,University of Colorado Boulder Music Library,,current,1048627,,ColMyColoradoQueen.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,My Colorado queen,My Colorado queen,,,,,She is a little darling,,,,,,,There's a girl in Colorado,,,,,,,,,,,,"Eaton, J. C",,,,,,"Lockhart, W. R",,,,,,,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,Old Dominion Music Co.,,,,c1911,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1911 Online,2399-3 Old Dominion Music,,,,,,,b33508720,local,http://libraries.colorado.edu/record=b3350872~S3,University of Colorado Boulder Music Library,,current,1048648,,ColMyColoradoQueen_2.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Old Pike's Peak,Old Pike's Peak,,,,,Out where old Pike's Peak is looming,,,,,,,There's a trail that leads from Busyland,,,,,,,,,,,,"Smith, Walter P.",,,,,,"Smith, Walter P.",,,,,,,,,,,,,naf,,,,,,,,notated music,"Denver, Colo.",,,,,,,,text,Weldon Publishing Co.,,,,c1906,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,Pikes Peak (Colo.) -- Songs and music,lcsh,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906 Online,,,,,,,,b33514094,local,http://libraries.colorado.edu/record=b3351409~S3,University of Colorado Boulder Music Library,,current,1048669,,ColOldPikes.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Our Colorado,Our Colorado,,,,,(Colorado) For Colorado! Our Colorado,,,,,,(Bruin) When our college days are over,,,,,(Black) Black and the gold,(Colorado) Where the Monument is flowing,,,,(Bruin) College days are filled with mem'ries,,(Black) Whistle blows; the tiger knows at last the game is on,"Hille, Earl W",,,,,,"French, Allison T",,,,,,,,,,,,,naf,,,,,,,,notated music,"Colorado Springs, Colo.",,,,,,,,text,Mext Music Co.,,,,c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (15 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 14 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915 Online,,,,,,,,b33514100,local,http://libraries.colorado.edu/record=b3351410~S3,University of Colorado Boulder Music Library,,current,1048691,,ColOurColorado.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Our company march,Our company march,,,,,,,,,,,,,,,,,,,,,,,,"Anderson, Marie Wilson",,,,,,"Anderson, Marie Wilson",,,,,,,,,,,,,naf,,,,,,,,notated music,"Denver, Colo.",,,,,,,,text,H.G. Wilson,,,,c1905,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,"T.p. has photographs of Ralph Talbot Co. No. 17 U.R., K. of P., Denver, Colo., General Everdeckberg (Company Commander), and Marie Wilson Anderson",,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Marches (Piano),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,Colorado -- Songs and music,lcsh,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1905 Online,,,,,,,,b33514112,local,http://libraries.colorado.edu/record=b3351411~S3,University of Colorado Boulder Music Library,,current,1048712,,ColOurCompany.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Out in Denver,Out in Denver,,,,,,,,,,,,My ambition for you is a cottage for two,,,,,,,,,,,,"Adams, Frank, 1883-1963",,,,,,"Adams, Frank, 1883-1963",,,,,,,,,,,,,naf,,,,,,,,notated music,,text,,,,,,,,,[1900?],,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 ms. score (3 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 3 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- To 1901,lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,Colorado -- Songs and music,lcsh,To 1901,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1900 Online,,,,,,,,b33514124,local,http://libraries.colorado.edu/record=b3351412~S3,University of Colorado Boulder Music Library,,current,1048733,,ColOut.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Over the loop to Mt. McClellan,Over the loop to Mt. McClellan,,,,,,,,,,,,One morn in June my dear and I,,,,,,,,,,,,"Webber, Fred W",,,,,,"Webber, Fred W",,,,,,,,,,,,,naf,,,,,,,,notated music,"Denver, Colo.",,,,,,,,text,F.W. Webber,,,,c1909,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,"McClellan, Mount (Colo.) -- Songs and music",lcsh,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1909 Online,,,,,,,,b33514148,local,http://libraries.colorado.edu/record=b3351414~S3,University of Colorado Boulder Music Library,,current,1048753,,ColOver.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,The overland handicap,Overland handicap,"racing march, two-step",,,,,,,,,,,,,,,,,,,,,,,"Wilber, Harry Lee",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,[S.l.],,,,,,,,text,H.L. Wilber,,,,c1914,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,Dedicated to the Denver Fair and Racing Association.,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Marches (Piano),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1914 Online,,,,,,,,b3351415x,local,http://libraries.colorado.edu/record=b3351415~S3,University of Colorado Boulder Music Library,,current,1048774,,ColOverland.pdf
Digital Sheet Music Collection,Western Trails Sheet Music Collection,,,Rock me to sleep in my Rocky Mountain home,Rock me to sleep in my Rocky Mountain home,,,,,,,,,,,,Ev'ry time I see the golden sunset in the West,,,,,,,,,,,,"Dixon, Harold",,,,,,,,,,,"Harty, Robert E.",,,,,,,,naf,,,,,,,,notated music,Chicago,,,,,,,,text,Dixon-Lane Music Publishing Co.,,,,c1922,11/6/2013,iso8601,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1921-1930,lcsh,,,,,,,,,Rocky Mountains -- Songs and music,lcsh,,,,,,,,1921-1930,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1922 Online,,,,,,,,b33514161,local,http://libraries.colorado.edu/record=b3351416~S3,University of Colorado Boulder Music Library,,current,1051340,,
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Seeing Denver,Seeing Denver,,,,,,,,,,,,There's a city out west and it outshines the rest,,,,,,,,,,,,"Brohm, Gus",,,,,,"Brohm, Gus",,,,,,,,,,,,,naf,,,,,,,,notated music,"Denver, Colo.",,,,,,,,text,G. Brohm,,,,c1908,,,2nd ed,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,Colorado -- Songs and music,lcsh,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1908 Online,,,,,,,,b33514173,local,http://libraries.colorado.edu/record=b3351417~S3,University of Colorado Boulder Music Library,,current,1048794,,ColSeeing.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,The skies are blue in Colorado,Skies are blue in Colorado,march song and chorus,,,,,,,,,,,Century of freedom's light and glory,,,,,,,,,,,,"Ramey, J. S",,,,,,"Ramey, J. S",,,,,,,,,,,,,naf,,,,,,,,notated music,"Salida, Colo.",,,,,,,,text,J.S. Ramey,,,,c1916,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Marches (Voice with piano),lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1916 Online,,,,,,,,b33514185,local,http://libraries.colorado.edu/record=b3351418~S3,University of Colorado Boulder Music Library,,current,1048815,,ColSkies.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,The skies are blue in Colorado,Skies are blue in Colorado,march chorus for mixed or male voices,,,,,,,,,,,Century of freedom's light and glory,,,,,,,,,,,,"Ramey, J. S",,,,,,"Ramey, J. S",,,,,,,,,,,,,naf,,,,,,,,notated music,"Salida, Colo.",,,,,,,,text,J.S. Ramey,,,,c1916,,,Public school ed,,,,English,eng,iso639-2b,text,text/pdf,1 score (3 p.),reformatted digital,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,,,,,,,,"Choruses (Men's voices), Unaccompanied",lcsh,,,"Choruses (Mixed voices), Unaccompanied",lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1916 Online,,,,,,,,b33514197,local,http://libraries.colorado.edu/record=b3351419~S3,University of Colorado Boulder Music Library,,current,1048837,,ColSkiesChorus.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,The starlight of my Colorado home,Starlight of my Colorado home,,,,,Oft I feel the presence near,,,,,,,When the twilight's softly stealing,,,,,,,,,,,,"Lind, George W",,,,,,"Lind, George W",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,Lind Music Publishing Co.,,,,c1906,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906 Online,,,,,,,,b33514227,local,http://libraries.colorado.edu/record=b3351422~S3,University of Colorado Boulder Music Library,,current,1048856,,ColStarlight.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Sunny Colorado,Sunny Colorado,,,,,"Colorado, Colorado, my heart calls to thee",,,,,,,Colorado heaven blest,,,,,,,,,,,,"Pollock, Lillian Irvine, 1856-",,,,,,"Pollock, Lillian Irvine, 1856-",,,,,,,,,"Miller, Marie J",,,,naf,,,,,,,,notated music,[S.l.],,,,,,,,text,[s.n.],,,,c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915 Online,,,,,,,,b33514240,local,http://libraries.colorado.edu/record=b3351424~S3,University of Colorado Boulder Music Library,,current,1048878,,ColSunny.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Sweet columbine,Sweet columbine,,,,,,,,,,,,Though mine eyes have seen the beauty,,,,,,,,,,,,"Houseley, Henry, 1851-1925",,,,,,"McMechen, Edgar Carlisle, 1884-1953",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,Knight-Campbell Music Co.,,,,c1922,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1921-1930,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1921-1930,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1922 Online,,,,,,,,b33514276,local,http://libraries.colorado.edu/record=b3351427~S3,University of Colorado Boulder Music Library,,current,1048899,,ColSweet.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,When the columbine's in blossom Bessie dear,When the columbine's in blossom Bessie dear,,,,,,,,,,,,'Mid the fragrant columbine,,,,,,,,,,,,"Leischke, Edmund",,,,,,"Sterns, Frank W",,,,,,,,,,,,,naf,,,,,,,,notated music,"Pueblo, Colo.",,,,,,,,text,Western Music Co.,,,,c1906,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([3] p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906 Online,,,,,,,,b3351429x,local,http://libraries.colorado.edu/record=b3351429~S3,University of Colorado Boulder Music Library,,current,1048920,,ColWhen.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Where the columbines grow,Where the columbines grow,,,,,'Tis the land where the columbines grow,,,,,,,Where the snowy peaks gleam in the moon,,,,,,,,,,,,"Fynn, A. J",,,,,,"Fynn, A. J",,,,,,,,,,,,,naf,,,,,,,,notated music,Denver,,,,,,,,text,A.J.Fynn,,,Knight-Campbell Music Co. (Agency),c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Includes chorus (SATB) on p. 5,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,State songs -- Colorado,lcsh,Colorado -- Songs and music,lcsh,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915 Online,,,,,,,,b33514306,local,http://libraries.colorado.edu/record=b3351430~S3,University of Colorado Boulder Music Library,,current,1048941,,ColWhereTheColumbines.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,Where the silv'ry Colorado wends its way,Where the silv'ry Colorado wends its way,,,,Where the silvery Colorado wends its way,There's a sob on ev'ry breeze,,,,,,,Twilight softly gathers round my home among the hills,,,,,,,,,,,,"Avril, Charles",,,,,,"Scoggins, C. H",,,,,,,,,,,,,naf,,,,,,,,notated music,New York,text,Charles Sheard & Co.,,,,,London,,,,,Howley Dresser Music Co.,c1901,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (4 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Colorado River (Colo.-Mexico) -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1901 Online,,,,,,,,b3351432x,local,http://libraries.colorado.edu/record=b3351432~S3,University of Colorado Boulder Music Library,,current,1048963,,ColWhereTheSilvry.pdf
Digital Sheet Music Collection,Colorado Sheet Music Collection,,,You're an Aggie and you're my friend,You're an Aggie and you're my friend,the A song,,,A song,For the hands of man can never,,,,,,,Why are you sighing old schoolmate o' mine,,,,,(Pep) There's a noise Oh! Boy! just hear it,,,,,,,"Williams, Roy A",,,,,"Tefft, Dorothy",,,,,,,,"Sweet, Walden","Williams, Roy A",,,,,,"Tefft, Dorothy",,,"Sweet, Walden","Klickmann, F. Henri (Frank Henri), 1885-1966","Williams, Roy A. Everybody in on this",naf,notated music,"Fort Collins, Colo.",,,,,,,,text,W.E. Runge,,,,c1921,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (7 p.),reformatted digital,For voice and piano,,,,,,,Arr. by F. Henri Klickmann--Caption,,Pep version on p. 6-7 jazzapated by Dorthy Tefft,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1921 Online,,,,,,,,b33514331,local,http://libraries.colorado.edu/record=b3351433~S3,University of Colorado Boulder Music Library,,current,1048984,,ColYoureAn.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Sasarida,Sasarida,intermezzo mexicana,,,,,,,,,,,,,,,,,,,,,,,"Schuh, Albert",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1906,11/6/2013,iso8601,5th ed,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-I Online,,,,,,,,b33635869,local,http://libraries.colorado.edu/record=b3363586~S3,University of Colorado Boulder Music Library,,current,1050856,,IngSasarida5ed.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,The girl I loved out in the golden West,Girl I loved out in the golden West,,,,,,,,,,,Once again I feel the spell,Twilight shadows come and go,,,,,,,,,,,,"Avril, Charles",,,,,,"Scoggins, C. H.",,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1904,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,West (U.S.) -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1904-I Online,,,,,,,,b33636072,local,http://libraries.colorado.edu/record=b3363607~S3,University of Colorado Boulder Music Library,,current,1050872,,IngGirlI10ed.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,"When my sweetheart Mary whispered ""yes""","When my sweetheart Mary whispered ""yes""",,,,,,,,,,,Each grass blade in the meadow was a string to natures harp,Twas springtime just in the month of May,,,,,,,,,,,,"O'Dell, Tommy",,,,,,"O'Dell, Tommy","Mignani, Alexander",,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,The Tolbert R. Ingram Music Co.,c1905,11/6/2013,iso8601,Second ed,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1905-I Online,,,,,,,,b33636308,local,http://libraries.colorado.edu/record=b3363630~S3,University of Colorado Boulder Music Library,,current,1050890,,IngWhenM2ed.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,You,You,,Yankeeland. You,,,,,,,,,,Heart that is quickened with love and tears,,,,,,,,,,,,"Wilkins, Gaston Otey",,,,,,"Woodward, J. Meredith",,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1908,11/6/2013,iso8601,4th ed,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score ([5] p.),reformatted digital,Caption title,,,,,,,Words printed separately on p.[1]; chorus arranged for male quartet on p.[5],,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,Waltzes,lcsh,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1908-I Online,,,,,,,,b3364214x,local,http://libraries.colorado.edu/record=b3364214~S3,University of Colorado Boulder Music Library,,current,1050908,,IngYoure.pdf
